__sample_id__,__target__,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
german_numer_000182,0,<0,21,all paid,new car,1647,no known savings,1<=X<4,4,male single,,2,life insurance,40,,own,2,unskilled resident,2,,yes
german_numer_000183,1,no checking,24,critical/other existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male single,,4,real estate,50,,own,1,skilled,1,yes,yes
german_numer_000184,0,0<=X<200,18,critical/other existing credit,new car,884,<100,>=7,4,male single,,4,car,36,bank,own,1,skilled,2,yes,yes
german_numer_000185,1,no checking,15,critical/other existing credit,radio/tv,1360,<100,1<=X<4,4,male single,,2,life insurance,31,,own,2,skilled,1,,yes
german_numer_000186,0,0<=X<200,9,all paid,used car,5129,<100,>=7,2,female div/dep/mar,,4,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes
german_numer_000187,1,0<=X<200,16,critical/other existing credit,new car,1175,<100,unemployed,2,male single,,3,car,68,,for free,3,unemp/unskilled non res,1,yes,yes
german_numer_000188,0,<0,12,existing paid,radio/tv,674,100<=X<500,4<=X<7,4,male mar/wid,,1,life insurance,20,,own,1,skilled,1,,yes
german_numer_000189,1,0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,,4,car,33,bank,own,2,skilled,1,yes,yes
german_numer_000190,0,no checking,24,existing paid,business,4591,>=1000,1<=X<4,2,male single,,3,life insurance,54,,own,3,high qualif/self emp/mgmt,1,yes,yes
german_numer_000191,0,0<=X<200,48,no credits/all paid,business,3844,100<=X<500,4<=X<7,4,male single,,4,no known property,34,,for free,1,unskilled resident,2,,yes
german_numer_000192,0,0<=X<200,27,existing paid,business,3915,<100,1<=X<4,4,male single,,2,car,36,,own,1,skilled,2,yes,yes
german_numer_000193,1,no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,,2,real estate,29,,rent,1,skilled,1,,yes
german_numer_000194,0,0<=X<200,45,existing paid,radio/tv,3031,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,21,,rent,1,skilled,1,,yes
german_numer_000195,0,0<=X<200,9,critical/other existing credit,education,1501,<100,>=7,2,female div/dep/mar,,3,car,34,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000196,1,no checking,6,critical/other existing credit,radio/tv,1382,<100,1<=X<4,1,female div/dep/mar,,1,car,28,,own,2,skilled,1,yes,yes
german_numer_000197,0,0<=X<200,12,existing paid,furniture/equipment,951,100<=X<500,<1,4,female div/dep/mar,,4,car,27,bank,rent,4,skilled,1,,yes
german_numer_000198,1,0<=X<200,24,existing paid,used car,2760,no known savings,>=7,4,male single,,4,no known property,36,bank,for free,1,skilled,1,yes,yes
german_numer_000199,0,0<=X<200,18,delayed previously,furniture/equipment,4297,<100,>=7,4,male div/sep,,3,no known property,40,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000200,1,no checking,9,critical/other existing credit,education,936,500<=X<1000,>=7,4,male single,,2,car,52,,own,2,skilled,1,yes,yes
german_numer_000201,1,<0,12,existing paid,new car,1168,<100,1<=X<4,4,male mar/wid,,3,real estate,27,,own,1,unskilled resident,1,,yes
german_numer_000202,1,no checking,27,delayed previously,business,5117,<100,4<=X<7,3,male single,,4,car,26,,own,2,skilled,1,,yes
german_numer_000203,0,<0,12,existing paid,retraining,902,<100,4<=X<7,4,male mar/wid,,4,life insurance,21,,rent,1,skilled,1,,yes
german_numer_000204,1,no checking,12,critical/other existing credit,new car,1495,<100,>=7,4,male single,,1,real estate,38,,own,2,unskilled resident,2,,yes
german_numer_000205,1,<0,30,critical/other existing credit,used car,10623,<100,>=7,3,male single,,4,no known property,38,,for free,3,high qualif/self emp/mgmt,2,yes,yes
german_numer_000206,1,no checking,12,critical/other existing credit,furniture/equipment,1935,<100,>=7,4,male single,,4,real estate,43,,own,3,skilled,1,yes,yes
german_numer_000207,1,0<=X<200,12,critical/other existing credit,domestic appliance,1424,<100,4<=X<7,4,male single,,3,life insurance,26,,own,1,skilled,1,,yes
german_numer_000208,1,<0,24,existing paid,business,6568,<100,1<=X<4,2,male mar/wid,,2,car,21,stores,own,1,unskilled resident,1,,yes
german_numer_000209,1,no checking,12,existing paid,used car,1413,>=1000,4<=X<7,3,male single,,2,life insurance,55,,own,1,skilled,1,,no
german_numer_000210,1,no checking,9,critical/other existing credit,radio/tv,3074,no known savings,1<=X<4,1,male single,,2,real estate,33,,own,2,skilled,2,,yes
german_numer_000211,1,no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,,4,real estate,45,,own,1,unskilled resident,1,yes,yes
german_numer_000212,0,<0,27,no credits/all paid,business,5293,<100,unemployed,2,male single,,4,life insurance,50,stores,own,2,skilled,1,yes,yes
german_numer_000213,0,>=200,30,delayed previously,business,1908,<100,>=7,4,male single,,4,real estate,66,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000214,1,no checking,36,critical/other existing credit,radio/tv,3342,no known savings,>=7,4,male single,,2,car,51,,own,1,skilled,1,yes,yes
german_numer_000215,1,0<=X<200,6,critical/other existing credit,retraining,932,no known savings,4<=X<7,1,female div/dep/mar,,3,life insurance,39,,own,2,unskilled resident,1,,yes
german_numer_000216,1,<0,18,no credits/all paid,business,3104,<100,4<=X<7,3,male single,,1,life insurance,31,bank,own,1,skilled,1,yes,yes
german_numer_000217,1,>=200,36,existing paid,radio/tv,3913,<100,1<=X<4,2,male single,,2,real estate,23,,own,1,skilled,1,yes,yes
german_numer_000218,1,<0,24,existing paid,furniture/equipment,3021,<100,1<=X<4,2,male div/sep,,2,real estate,24,,rent,1,unskilled resident,1,,yes
german_numer_000219,1,no checking,10,existing paid,new car,1364,<100,1<=X<4,2,female div/dep/mar,,4,car,64,,own,1,skilled,1,yes,yes
german_numer_000220,1,0<=X<200,12,existing paid,radio/tv,625,<100,<1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,,yes
german_numer_000221,1,<0,12,existing paid,education,1200,no known savings,1<=X<4,4,female div/dep/mar,,4,life insurance,23,bank,rent,1,skilled,1,yes,yes
german_numer_000222,1,no checking,12,existing paid,radio/tv,707,<100,1<=X<4,4,male single,,2,real estate,30,bank,own,2,skilled,1,,yes
german_numer_000223,1,no checking,24,delayed previously,business,2978,no known savings,1<=X<4,4,male single,,4,real estate,32,,own,2,skilled,2,yes,yes
german_numer_000224,1,no checking,15,existing paid,used car,4657,<100,1<=X<4,3,male single,,2,car,30,,own,1,skilled,1,yes,yes
german_numer_000225,1,no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,,2,car,27,,own,2,skilled,1,,yes
german_numer_000226,0,0<=X<200,48,existing paid,radio/tv,10961,>=1000,4<=X<7,1,male single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,yes
german_numer_000227,0,<0,12,existing paid,furniture/equipment,7865,<100,>=7,4,male single,,4,no known property,53,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000228,0,no checking,9,existing paid,radio/tv,1478,<100,4<=X<7,4,male single,,2,car,22,,own,1,skilled,1,,yes
german_numer_000229,1,<0,24,existing paid,furniture/equipment,3149,<100,<1,4,male single,,1,no known property,22,bank,for free,1,skilled,1,,yes
german_numer_000230,0,>=200,36,existing paid,radio/tv,4210,<100,1<=X<4,4,male single,,2,car,26,,own,1,skilled,1,,yes
german_numer_000231,1,no checking,9,existing paid,new car,2507,500<=X<1000,>=7,2,male single,,4,no known property,51,,for free,1,unskilled resident,1,,yes
german_numer_000232,1,no checking,12,existing paid,radio/tv,2141,100<=X<500,4<=X<7,3,male single,,1,no known property,35,,own,1,skilled,1,,yes
german_numer_000233,1,0<=X<200,18,existing paid,radio/tv,866,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,25,,own,1,unskilled resident,1,,yes
german_numer_000234,1,no checking,4,critical/other existing credit,radio/tv,1544,<100,4<=X<7,2,male single,,1,real estate,42,,own,3,unskilled resident,2,,yes
german_numer_000235,0,<0,24,existing paid,radio/tv,1823,<100,unemployed,4,male single,,2,car,30,stores,own,1,high qualif/self emp/mgmt,2,,yes
german_numer_000236,0,0<=X<200,6,existing paid,new car,14555,no known savings,unemployed,1,male single,,2,life insurance,23,,own,1,unemp/unskilled non res,1,yes,yes
german_numer_000237,0,0<=X<200,21,existing paid,business,2767,100<=X<500,>=7,4,male div/sep,,2,car,61,bank,rent,2,unskilled resident,1,,yes
german_numer_000238,1,no checking,12,critical/other existing credit,radio/tv,1291,<100,1<=X<4,4,female div/dep/mar,,2,life insurance,35,,own,2,skilled,1,,yes
german_numer_000239,1,<0,30,existing paid,radio/tv,2522,<100,>=7,1,male single,guarantor,3,life insurance,39,,own,1,skilled,2,,yes
german_numer_000240,0,<0,24,existing paid,new car,915,no known savings,>=7,4,female div/dep/mar,,2,car,29,bank,own,1,skilled,1,,yes
german_numer_000241,1,no checking,6,existing paid,radio/tv,1595,<100,4<=X<7,3,male single,,2,life insurance,51,,own,1,skilled,2,,yes
german_numer_000242,0,<0,48,no credits/all paid,used car,4605,<100,>=7,3,male single,,4,no known property,24,,for free,2,skilled,2,,yes
german_numer_000243,1,no checking,12,critical/other existing credit,business,1185,<100,1<=X<4,3,female div/dep/mar,,2,real estate,27,,own,2,skilled,1,,yes
german_numer_000244,1,no checking,12,all paid,retraining,3447,500<=X<1000,1<=X<4,4,female div/dep/mar,,3,real estate,35,,own,1,unskilled resident,2,,yes
german_numer_000245,1,no checking,24,existing paid,business,1258,<100,4<=X<7,4,male single,,1,real estate,25,,own,1,skilled,1,yes,yes
german_numer_000246,1,no checking,12,critical/other existing credit,radio/tv,717,<100,>=7,4,male single,,4,real estate,52,,own,3,skilled,1,,yes
german_numer_000247,1,no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,4,male single,,1,no known property,35,bank,rent,1,skilled,1,,no
german_numer_000248,1,>=200,24,existing paid,furniture/equipment,1925,<100,1<=X<4,2,male single,,2,real estate,26,,own,1,skilled,1,,yes
german_numer_000249,0,no checking,18,existing paid,radio/tv,433,<100,unemployed,3,female div/dep/mar,co applicant,4,real estate,22,,rent,1,skilled,1,,yes
german_numer_000250,1,<0,6,critical/other existing credit,new car,666,>=1000,4<=X<7,3,female div/dep/mar,,4,real estate,39,,own,2,unskilled resident,1,yes,yes
german_numer_000251,1,>=200,12,existing paid,furniture/equipment,2251,<100,1<=X<4,1,female div/dep/mar,,2,car,46,,own,1,unskilled resident,1,,yes
german_numer_000252,0,0<=X<200,30,existing paid,new car,2150,<100,1<=X<4,4,female div/dep/mar,guarantor,2,no known property,24,bank,own,1,skilled,1,,yes
german_numer_000253,1,no checking,24,delayed previously,furniture/equipment,4151,100<=X<500,1<=X<4,2,male single,,3,life insurance,35,,own,2,skilled,1,,yes
german_numer_000254,1,0<=X<200,9,existing paid,furniture/equipment,2030,no known savings,4<=X<7,2,male single,,1,car,24,,own,1,skilled,1,yes,yes
german_numer_000255,1,0<=X<200,60,delayed previously,radio/tv,7418,no known savings,1<=X<4,1,male single,,1,real estate,27,,own,1,unskilled resident,1,,yes
german_numer_000256,1,no checking,24,critical/other existing credit,radio/tv,2684,<100,1<=X<4,4,male single,,2,real estate,35,,own,2,unskilled resident,1,,yes
german_numer_000257,0,<0,12,all paid,radio/tv,2149,<100,1<=X<4,4,male div/sep,,1,no known property,29,,for free,1,skilled,1,,yes
german_numer_000258,1,no checking,15,existing paid,used car,3812,100<=X<500,<1,1,female div/dep/mar,,4,car,23,,own,1,skilled,1,yes,yes
german_numer_000259,1,no checking,11,critical/other existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,,4,real estate,57,,own,3,unskilled resident,1,,yes
german_numer_000260,1,<0,12,existing paid,furniture/equipment,1657,<100,1<=X<4,2,male single,,2,real estate,27,,own,1,skilled,1,,yes
german_numer_000261,1,<0,24,existing paid,radio/tv,1603,<100,>=7,4,female div/dep/mar,,4,car,55,,own,1,skilled,1,,yes
german_numer_000262,1,<0,18,critical/other existing credit,new car,5302,<100,>=7,2,male single,,4,no known property,36,,for free,3,high qualif/self emp/mgmt,1,yes,yes
german_numer_000263,1,no checking,12,critical/other existing credit,education,2748,<100,>=7,2,female div/dep/mar,,4,no known property,57,bank,for free,3,unskilled resident,1,,yes
german_numer_000264,1,no checking,10,critical/other existing credit,new car,1231,<100,>=7,3,male single,,4,real estate,32,,own,2,unskilled resident,2,,no
german_numer_000265,0,0<=X<200,15,existing paid,radio/tv,802,<100,>=7,4,male single,,3,car,37,,own,1,skilled,2,,yes
german_numer_000266,1,no checking,36,critical/other existing credit,business,6304,no known savings,>=7,4,male single,,4,real estate,36,,own,2,skilled,1,,yes
german_numer_000267,1,no checking,24,existing paid,radio/tv,1533,<100,<1,4,female div/dep/mar,,3,car,38,stores,own,1,skilled,1,yes,yes
german_numer_000268,0,<0,14,existing paid,new car,8978,<100,>=7,1,male div/sep,,4,life insurance,45,,own,1,high qualif/self emp/mgmt,1,yes,no
german_numer_000269,1,no checking,24,existing paid,radio/tv,999,no known savings,>=7,4,male single,,2,car,25,,own,2,skilled,1,,yes
german_numer_000270,1,no checking,18,existing paid,new car,2662,no known savings,4<=X<7,4,male single,,3,life insurance,32,,own,1,skilled,1,,no
german_numer_000271,1,no checking,12,critical/other existing credit,furniture/equipment,1402,500<=X<1000,4<=X<7,3,female div/dep/mar,,4,car,37,,rent,1,skilled,1,yes,yes
german_numer_000272,1,0<=X<200,48,all paid,new car,12169,no known savings,unemployed,4,male single,co applicant,4,no known property,36,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000273,0,0<=X<200,48,existing paid,radio/tv,3060,<100,4<=X<7,4,male single,,4,real estate,28,,own,2,skilled,1,,yes
german_numer_000274,0,<0,30,existing paid,repairs,11998,<100,<1,1,male div/sep,,1,no known property,34,,own,1,unskilled resident,1,yes,yes
german_numer_000275,1,no checking,9,existing paid,radio/tv,2697,<100,1<=X<4,1,male single,,2,real estate,32,,own,1,skilled,2,,yes
german_numer_000276,1,no checking,18,critical/other existing credit,radio/tv,2404,<100,1<=X<4,2,female div/dep/mar,,2,car,26,,own,2,skilled,1,,yes
german_numer_000277,1,<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,,4,life insurance,49,,own,1,unskilled resident,1,yes,yes
german_numer_000278,0,no checking,6,existing paid,furniture/equipment,4611,<100,<1,1,female div/dep/mar,,4,life insurance,32,,own,1,skilled,1,,yes
german_numer_000279,1,no checking,24,existing paid,radio/tv,1901,100<=X<500,1<=X<4,4,male single,,4,car,29,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000280,1,no checking,15,critical/other existing credit,used car,3368,>=1000,>=7,3,male single,,4,no known property,23,,rent,2,skilled,1,yes,yes
german_numer_000281,1,no checking,12,existing paid,furniture/equipment,1574,<100,1<=X<4,4,male single,,2,real estate,50,,own,1,skilled,1,,yes
german_numer_000282,1,>=200,18,all paid,radio/tv,1445,no known savings,4<=X<7,4,male single,,4,car,49,bank,own,1,unskilled resident,1,,yes
german_numer_000283,1,no checking,15,critical/other existing credit,furniture/equipment,1520,no known savings,>=7,4,male single,,4,life insurance,63,,own,1,skilled,1,,yes
german_numer_000284,1,0<=X<200,24,critical/other existing credit,new car,3878,100<=X<500,<1,4,male div/sep,,2,car,37,,own,1,skilled,1,yes,yes
german_numer_000285,1,<0,47,existing paid,new car,10722,<100,<1,1,female div/dep/mar,,1,real estate,35,,own,1,unskilled resident,1,yes,yes
german_numer_000286,1,<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,,3,life insurance,26,,own,1,skilled,2,,yes
german_numer_000287,1,0<=X<200,48,delayed previously,other,7582,100<=X<500,unemployed,2,male single,,4,no known property,31,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000288,1,0<=X<200,12,existing paid,radio/tv,1092,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,49,,own,2,skilled,1,yes,yes
german_numer_000289,0,<0,24,delayed previously,radio/tv,1024,<100,<1,4,male mar/wid,,4,real estate,48,stores,own,1,skilled,1,,yes
german_numer_000290,1,no checking,12,existing paid,business,1076,<100,1<=X<4,2,male mar/wid,,2,real estate,26,,own,1,skilled,1,yes,no
german_numer_000291,0,0<=X<200,36,existing paid,used car,9398,<100,<1,1,male mar/wid,,4,car,28,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000292,1,<0,24,critical/other existing credit,used car,6419,<100,>=7,2,female div/dep/mar,,4,no known property,44,,for free,2,high qualif/self emp/mgmt,2,yes,yes
german_numer_000293,1,>=200,42,critical/other existing credit,used car,4796,<100,>=7,4,male single,,4,no known property,56,,for free,1,skilled,1,,yes
german_numer_000294,1,no checking,48,critical/other existing credit,business,7629,no known savings,>=7,4,male div/sep,,2,car,46,bank,own,2,high qualif/self emp/mgmt,2,,yes
german_numer_000295,0,0<=X<200,48,existing paid,furniture/equipment,9960,<100,<1,1,female div/dep/mar,,2,car,26,,own,1,skilled,1,yes,yes
german_numer_000296,1,no checking,12,existing paid,used car,4675,no known savings,<1,1,female div/dep/mar,,4,car,20,,rent,1,skilled,1,,yes
german_numer_000297,1,no checking,10,existing paid,new car,1287,no known savings,>=7,4,male single,co applicant,2,life insurance,45,,own,1,unskilled resident,1,,no
german_numer_000298,1,no checking,18,existing paid,furniture/equipment,2515,<100,1<=X<4,3,male single,,4,real estate,43,,own,1,skilled,1,yes,yes
german_numer_000299,1,0<=X<200,21,critical/other existing credit,furniture/equipment,2745,>=1000,4<=X<7,3,male single,,2,car,32,,own,2,skilled,1,yes,yes
german_numer_000300,1,no checking,6,existing paid,new car,672,<100,unemployed,1,female div/dep/mar,,4,real estate,54,,own,1,unemp/unskilled non res,1,yes,yes
german_numer_000301,0,0<=X<200,36,no credits/all paid,radio/tv,3804,<100,1<=X<4,4,female div/dep/mar,,1,car,42,,own,1,skilled,1,yes,yes
german_numer_000302,0,>=200,24,critical/other existing credit,new car,1344,no known savings,4<=X<7,4,male single,,2,real estate,37,bank,own,2,unskilled resident,2,,yes
german_numer_000303,1,<0,10,critical/other existing credit,new car,1038,<100,4<=X<7,4,male single,co applicant,3,life insurance,49,,own,2,skilled,1,yes,yes
german_numer_000304,0,no checking,48,critical/other existing credit,new car,10127,500<=X<1000,1<=X<4,2,male single,,2,no known property,44,bank,for free,1,skilled,1,,yes
german_numer_000305,1,no checking,6,existing paid,furniture/equipment,1543,>=1000,1<=X<4,4,male div/sep,,2,real estate,33,,own,1,skilled,1,,yes
german_numer_000306,1,no checking,30,existing paid,used car,4811,no known savings,4<=X<7,2,female div/dep/mar,,4,life insurance,24,stores,rent,1,unskilled resident,1,,yes
german_numer_000307,0,<0,12,existing paid,radio/tv,727,100<=X<500,<1,4,male mar/wid,,3,no known property,33,,own,1,unskilled resident,1,yes,yes
german_numer_000308,0,0<=X<200,8,existing paid,furniture/equipment,1237,<100,1<=X<4,3,female div/dep/mar,,4,real estate,24,,own,1,skilled,1,,yes
german_numer_000309,1,0<=X<200,9,existing paid,new car,276,<100,1<=X<4,4,male mar/wid,,4,real estate,22,,rent,1,unskilled resident,1,,yes
german_numer_000310,1,0<=X<200,48,existing paid,other,5381,no known savings,unemployed,3,male single,,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,yes
german_numer_000311,1,no checking,24,existing paid,furniture/equipment,5511,100<=X<500,1<=X<4,4,male single,,1,car,25,stores,own,1,skilled,1,,yes
german_numer_000312,1,>=200,24,existing paid,furniture/equipment,3749,<100,<1,2,female div/dep/mar,,4,car,26,,own,1,skilled,1,,yes
german_numer_000313,0,0<=X<200,12,existing paid,new car,685,<100,4<=X<7,2,male mar/wid,,3,car,25,bank,own,1,unskilled resident,1,,yes
german_numer_000314,1,>=200,4,existing paid,new car,1494,no known savings,<1,1,male single,,2,real estate,29,,own,1,unskilled resident,2,,no
german_numer_000315,0,<0,36,all paid,furniture/equipment,2746,<100,>=7,4,male single,,4,car,31,bank,own,1,skilled,1,,yes
german_numer_000316,1,<0,12,existing paid,furniture/equipment,708,<100,1<=X<4,2,male single,guarantor,3,life insurance,38,,own,1,unskilled resident,2,,yes
german_numer_000317,1,0<=X<200,24,existing paid,furniture/equipment,4351,no known savings,1<=X<4,1,female div/dep/mar,,4,life insurance,48,,own,1,unskilled resident,1,yes,yes
german_numer_000318,1,no checking,12,critical/other existing credit,education,701,<100,1<=X<4,4,male single,,2,car,32,,own,2,skilled,1,,yes
german_numer_000319,1,<0,15,delayed previously,furniture/equipment,3643,<100,>=7,1,female div/dep/mar,,4,life insurance,27,,own,2,unskilled resident,1,,yes
german_numer_000320,0,0<=X<200,30,critical/other existing credit,new car,4249,<100,unemployed,4,male mar/wid,,2,car,28,,own,2,high qualif/self emp/mgmt,1,,yes
german_numer_000321,0,<0,24,existing paid,radio/tv,1938,<100,<1,4,male div/sep,,3,life insurance,32,,own,1,skilled,1,,yes
german_numer_000322,1,<0,24,existing paid,used car,2910,<100,4<=X<7,2,male single,,1,no known property,34,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000323,1,<0,18,existing paid,furniture/equipment,2659,>=1000,1<=X<4,4,male single,,2,car,28,,own,1,skilled,1,,yes
german_numer_000324,1,no checking,18,critical/other existing credit,new car,1028,<100,1<=X<4,4,female div/dep/mar,,3,real estate,36,,own,2,skilled,1,,yes
german_numer_000325,1,<0,8,critical/other existing credit,new car,3398,<100,4<=X<7,1,male single,,4,real estate,39,,own,2,unskilled resident,1,,no
german_numer_000326,1,no checking,12,critical/other existing credit,furniture/equipment,5801,no known savings,>=7,2,male single,,4,life insurance,49,,rent,1,skilled,1,yes,yes
german_numer_000327,1,no checking,24,existing paid,new car,1525,>=1000,4<=X<7,4,female div/dep/mar,,3,car,34,,own,1,skilled,2,yes,yes
german_numer_000328,1,>=200,36,existing paid,radio/tv,4473,<100,>=7,4,male single,,2,car,31,,own,1,skilled,1,,yes
german_numer_000329,1,0<=X<200,6,existing paid,radio/tv,1068,<100,>=7,4,male single,,4,car,28,,own,1,skilled,2,,yes
german_numer_000330,1,<0,24,critical/other existing credit,used car,6615,<100,unemployed,2,male single,,4,no known property,75,,for free,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000331,0,no checking,18,critical/other existing credit,education,1864,100<=X<500,1<=X<4,4,female div/dep/mar,,2,real estate,30,,own,2,skilled,1,,yes
german_numer_000332,0,0<=X<200,60,existing paid,new car,7408,100<=X<500,<1,4,female div/dep/mar,,2,life insurance,24,,own,1,high qualif/self emp/mgmt,1,,yes
german_numer_000333,0,no checking,48,critical/other existing credit,used car,11590,100<=X<500,1<=X<4,2,female div/dep/mar,,4,car,24,bank,rent,2,unskilled resident,1,,yes
german_numer_000334,0,<0,24,no credits/all paid,furniture/equipment,4110,<100,>=7,3,male single,,4,no known property,23,bank,rent,2,skilled,2,,yes
german_numer_000335,0,<0,6,critical/other existing credit,furniture/equipment,3384,<100,1<=X<4,1,male div/sep,,4,real estate,44,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000336,1,0<=X<200,13,existing paid,radio/tv,2101,<100,<1,2,female div/dep/mar,guarantor,4,life insurance,23,,own,1,unskilled resident,1,,yes
german_numer_000337,0,<0,15,existing paid,domestic appliance,1275,no known savings,1<=X<4,4,female div/dep/mar,,2,car,24,,rent,1,skilled,1,,yes
german_numer_000338,1,<0,24,existing paid,furniture/equipment,4169,<100,1<=X<4,4,male single,,4,life insurance,28,,own,1,skilled,1,,yes
german_numer_000339,1,0<=X<200,10,existing paid,furniture/equipment,1521,<100,1<=X<4,4,male div/sep,,2,car,31,,own,1,unskilled resident,1,,yes
german_numer_000340,1,0<=X<200,24,critical/other existing credit,education,5743,<100,<1,2,female div/dep/mar,,4,no known property,24,,for free,2,skilled,1,yes,yes
german_numer_000341,1,<0,21,existing paid,furniture/equipment,3599,<100,4<=X<7,1,female div/dep/mar,,4,car,26,,rent,1,unskilled resident,1,,yes
german_numer_000342,1,0<=X<200,18,existing paid,radio/tv,3213,500<=X<1000,<1,1,male mar/wid,,3,real estate,25,,rent,1,skilled,1,,yes
german_numer_000343,1,0<=X<200,18,existing paid,business,4439,<100,>=7,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000344,1,>=200,10,existing paid,new car,3949,<100,<1,1,male single,guarantor,1,life insurance,37,,own,1,unskilled resident,2,,yes
german_numer_000345,1,no checking,15,critical/other existing credit,radio/tv,1459,<100,1<=X<4,4,female div/dep/mar,,2,car,43,,own,1,unskilled resident,1,,yes
german_numer_000346,1,0<=X<200,13,critical/other existing credit,radio/tv,882,<100,<1,4,male single,guarantor,4,real estate,23,,own,2,skilled,1,,yes
german_numer_000347,1,0<=X<200,24,existing paid,radio/tv,3758,500<=X<1000,unemployed,1,female div/dep/mar,,4,no known property,23,,rent,1,unemp/unskilled non res,1,,yes
german_numer_000348,1,no checking,6,delayed previously,business,1743,100<=X<500,1<=X<4,1,male single,,2,real estate,34,,own,2,unskilled resident,1,,yes
german_numer_000349,0,0<=X<200,9,critical/other existing credit,education,1136,>=1000,>=7,4,male single,,3,no known property,32,,for free,2,skilled,2,,yes
german_numer_000350,1,no checking,9,existing paid,domestic appliance,1236,<100,<1,1,female div/dep/mar,,4,real estate,23,,rent,1,skilled,1,yes,yes
german_numer_000351,0,0<=X<200,9,existing paid,furniture/equipment,959,<100,1<=X<4,1,female div/dep/mar,,2,car,29,,own,1,skilled,1,,no
german_numer_000352,1,no checking,18,critical/other existing credit,used car,3229,no known savings,unemployed,2,male single,,4,no known property,38,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000353,0,<0,12,no credits/all paid,radio/tv,6199,<100,1<=X<4,4,male single,,2,life insurance,28,,rent,2,skilled,1,yes,yes
german_numer_000354,1,no checking,10,existing paid,education,727,500<=X<1000,>=7,4,male single,,4,no known property,46,,for free,1,skilled,1,yes,yes
german_numer_000355,0,0<=X<200,24,existing paid,new car,1246,<100,<1,4,male single,,2,real estate,23,stores,own,1,unskilled resident,1,,yes
german_numer_000356,1,no checking,12,critical/other existing credit,radio/tv,2331,no known savings,>=7,1,male single,co applicant,4,real estate,49,,own,1,skilled,1,yes,yes
german_numer_000357,0,no checking,36,delayed previously,radio/tv,4463,<100,1<=X<4,4,male single,,2,car,26,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000358,1,no checking,12,existing paid,radio/tv,776,<100,1<=X<4,4,male mar/wid,,2,real estate,28,,own,1,skilled,1,,yes
german_numer_000359,0,<0,30,existing paid,furniture/equipment,2406,<100,4<=X<7,4,female div/dep/mar,,4,real estate,23,,rent,1,skilled,1,,yes
german_numer_000360,1,0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,,4,no known property,61,,for free,1,skilled,1,,yes
german_numer_000361,1,>=200,12,existing paid,radio/tv,3399,no known savings,>=7,2,male single,,3,car,37,,own,1,high qualif/self emp/mgmt,1,,yes
german_numer_000362,1,>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,,2,car,36,stores,own,2,skilled,1,yes,yes
german_numer_000363,1,no checking,6,existing paid,furniture/equipment,1766,<100,1<=X<4,1,male mar/wid,,2,life insurance,21,,rent,1,skilled,1,,yes
german_numer_000364,0,<0,18,existing paid,furniture/equipment,2473,<100,unemployed,4,male single,,1,car,25,,own,1,unemp/unskilled non res,1,,yes
german_numer_000365,1,no checking,12,existing paid,business,1542,<100,4<=X<7,2,male single,,4,car,36,,own,1,skilled,1,yes,yes
