__sample_id__,__target__,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day)
concrete_compressive_strength_000268,47.8151606,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100
concrete_compressive_strength_000269,15.43736764,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3
concrete_compressive_strength_000270,26.77235308,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14
concrete_compressive_strength_000271,33.72916592,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28
concrete_compressive_strength_000272,42.69924868,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56
concrete_compressive_strength_000273,45.83636448,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100
concrete_compressive_strength_000274,17.22311048,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3
concrete_compressive_strength_000275,29.93015316,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14
concrete_compressive_strength_000276,29.654362759999998,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28
concrete_compressive_strength_000277,36.96970312,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56
concrete_compressive_strength_000278,43.58177796,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100
concrete_compressive_strength_000279,13.12072828,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3
concrete_compressive_strength_000280,24.42813468,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14
concrete_compressive_strength_000281,32.66047812,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28
concrete_compressive_strength_000282,36.63875464,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56
concrete_compressive_strength_000283,44.209201119999996,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100
concrete_compressive_strength_000284,13.62404576,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3
concrete_compressive_strength_000285,21.601283079999998,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14
concrete_compressive_strength_000286,27.77209328,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28
concrete_compressive_strength_000287,35.570066839999996,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56
concrete_compressive_strength_000288,45.3675208,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100
concrete_compressive_strength_000289,7.3153403599999995,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3
concrete_compressive_strength_000290,21.504756439999998,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14
concrete_compressive_strength_000291,31.2677366,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28
concrete_compressive_strength_000292,43.49904084,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56
concrete_compressive_strength_000293,48.67011084,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100
concrete_compressive_strength_000294,7.3980774799999995,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3
concrete_compressive_strength_000295,23.5111316,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14
concrete_compressive_strength_000296,31.11605188,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28
concrete_compressive_strength_000297,39.14844728,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56
concrete_compressive_strength_000298,48.15300384,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100
concrete_compressive_strength_000299,22.50449664,290.35,0.0,96.18,168.08,9.41,961.18,865.0,3
concrete_compressive_strength_000300,34.67374804,290.35,0.0,96.18,168.08,9.41,961.18,865.0,14
concrete_compressive_strength_000301,34.73580088,290.35,0.0,96.18,168.08,9.41,961.18,865.0,28
concrete_compressive_strength_000302,45.08483564,290.35,0.0,96.18,168.08,9.41,961.18,865.0,56
concrete_compressive_strength_000303,48.97348028,290.35,0.0,96.18,168.08,9.41,961.18,865.0,100
concrete_compressive_strength_000304,23.13881456,277.05,0.0,97.39,160.6,11.83,973.9,875.61,3
concrete_compressive_strength_000305,41.885667,277.05,0.0,97.39,160.6,11.83,973.9,875.61,14
concrete_compressive_strength_000306,48.28400428,277.05,0.0,97.39,160.6,11.83,973.9,875.61,28
concrete_compressive_strength_000307,51.03501352,277.05,0.0,97.39,160.6,11.83,973.9,875.61,56
concrete_compressive_strength_000308,55.6407132,277.05,0.0,97.39,160.6,11.83,973.9,875.61,100
concrete_compressive_strength_000309,22.94576128,295.71,0.0,95.64,171.54,8.87,955.14,859.2,3
concrete_compressive_strength_000310,35.2322236,295.71,0.0,95.64,171.54,8.87,955.14,859.2,14
concrete_compressive_strength_000311,39.94134468,295.71,0.0,95.64,171.54,8.87,955.14,859.2,28
concrete_compressive_strength_000312,48.718374159999996,295.71,0.0,95.64,171.54,8.87,955.14,859.2,56
concrete_compressive_strength_000313,52.04164848,295.71,0.0,95.64,171.54,8.87,955.14,859.2,100
concrete_compressive_strength_000314,21.02212324,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3
concrete_compressive_strength_000315,33.35684888,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14
concrete_compressive_strength_000316,33.94290348,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28
concrete_compressive_strength_000317,44.14025352,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56
concrete_compressive_strength_000318,45.3675208,251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100
concrete_compressive_strength_000319,15.361525279999999,249.1,0.0,98.75,158.11,12.8,987.76,889.01,3
concrete_compressive_strength_000320,28.6822016,249.1,0.0,98.75,158.11,12.8,987.76,889.01,14
concrete_compressive_strength_000321,30.84715624,249.1,0.0,98.75,158.11,12.8,987.76,889.01,28
concrete_compressive_strength_000322,42.030456959999995,249.1,0.0,98.75,158.11,12.8,987.76,889.01,56
concrete_compressive_strength_000323,51.0556978,249.1,0.0,98.75,158.11,12.8,987.76,889.01,100
concrete_compressive_strength_000324,21.78054684,252.31,0.0,98.75,146.25,14.17,987.76,889.01,3
concrete_compressive_strength_000325,42.29245784,252.31,0.0,98.75,146.25,14.17,987.76,889.01,14
concrete_compressive_strength_000326,50.60064364,252.31,0.0,98.75,146.25,14.17,987.76,889.01,28
concrete_compressive_strength_000327,55.82687172,252.31,0.0,98.75,146.25,14.17,987.76,889.01,56
concrete_compressive_strength_000328,60.949678399999996,252.31,0.0,98.75,146.25,14.17,987.76,889.01,100
concrete_compressive_strength_000329,23.52492112,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3
concrete_compressive_strength_000330,42.21661548,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14
concrete_compressive_strength_000331,52.5035974,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28
concrete_compressive_strength_000332,60.32225524,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56
concrete_compressive_strength_000333,66.42411784,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100
concrete_compressive_strength_000334,23.80071152,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3
concrete_compressive_strength_000335,38.76923548,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14
concrete_compressive_strength_000336,51.331488199999995,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28
concrete_compressive_strength_000337,56.847296199999995,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56
concrete_compressive_strength_000338,58.60546,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100
concrete_compressive_strength_000339,21.91154728,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3
concrete_compressive_strength_000340,36.990387399999996,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14
concrete_compressive_strength_000341,47.401475,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28
concrete_compressive_strength_000342,51.95891136,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56
concrete_compressive_strength_000343,56.7438748,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100
concrete_compressive_strength_000344,17.57474324,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3
concrete_compressive_strength_000345,33.72916592,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14
concrete_compressive_strength_000346,40.14818748,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28
concrete_compressive_strength_000347,46.6430514,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56
concrete_compressive_strength_000348,50.07664188,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100
concrete_compressive_strength_000349,17.36790044,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3
concrete_compressive_strength_000350,33.70158688,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14
concrete_compressive_strength_000351,45.939785879999995,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28
concrete_compressive_strength_000352,51.4349096,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56
concrete_compressive_strength_000353,59.30183076,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100
concrete_compressive_strength_000354,30.44726016,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3
concrete_compressive_strength_000355,47.7117392,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14
concrete_compressive_strength_000356,63.14221208,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28
concrete_compressive_strength_000357,66.82401392,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56
concrete_compressive_strength_000358,66.9481196,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100
concrete_compressive_strength_000359,27.42046052,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3
concrete_compressive_strength_000360,35.9561734,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14
concrete_compressive_strength_000361,55.50971276,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28
concrete_compressive_strength_000362,61.99078716,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56
concrete_compressive_strength_000363,63.528318639999995,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100
concrete_compressive_strength_000364,18.01600788,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3
concrete_compressive_strength_000365,38.60376124,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14
concrete_compressive_strength_000366,52.20022796,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28
concrete_compressive_strength_000367,53.95839176,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56
concrete_compressive_strength_000368,56.63355864,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100
concrete_compressive_strength_000369,15.340841,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3
concrete_compressive_strength_000370,26.04840328,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14
concrete_compressive_strength_000371,30.219733079999997,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28
concrete_compressive_strength_000372,37.2661778,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56
concrete_compressive_strength_000373,46.2293658,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100
concrete_compressive_strength_000374,16.27852836,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3
concrete_compressive_strength_000375,25.62092816,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14
concrete_compressive_strength_000376,31.971002119999998,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28
concrete_compressive_strength_000377,36.3009114,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56
concrete_compressive_strength_000378,43.0577762,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100
concrete_compressive_strength_000379,67.568648,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
concrete_compressive_strength_000380,57.226507999999995,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28
concrete_compressive_strength_000381,81.75116932,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28
concrete_compressive_strength_000382,64.0178466,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
concrete_compressive_strength_000383,78.80021203999999,451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28
concrete_compressive_strength_000384,41.36856,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28
concrete_compressive_strength_000385,60.280886679999995,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
concrete_compressive_strength_000386,56.83350668,528.0,0.0,0.0,185.0,6.86,920.0,720.0,28
concrete_compressive_strength_000387,51.021224,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28
concrete_compressive_strength_000388,55.55108132,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28
concrete_compressive_strength_000389,44.13335876,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
concrete_compressive_strength_000390,39.37597436,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28
concrete_compressive_strength_000391,55.647607959999995,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28
concrete_compressive_strength_000392,47.27736932,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28
concrete_compressive_strength_000393,44.32641204,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28
concrete_compressive_strength_000394,52.30364936,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28
concrete_compressive_strength_000395,49.249270679999995,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
concrete_compressive_strength_000396,41.36856,516.0,0.0,0.0,162.0,8.26,801.0,802.0,28
concrete_compressive_strength_000397,29.15794004,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28
concrete_compressive_strength_000398,39.39665864,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28
concrete_compressive_strength_000399,39.300132,234.0,156.0,0.0,189.0,5.85,981.0,760.0,28
concrete_compressive_strength_000400,67.86512268,250.0,180.0,95.0,159.0,9.45,860.0,800.0,28
concrete_compressive_strength_000401,58.522722879999996,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28
concrete_compressive_strength_000402,53.57917996,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28
concrete_compressive_strength_000403,58.99846132,356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28
concrete_compressive_strength_000404,76.23536132,275.0,180.0,120.0,162.0,10.35,830.0,765.0,28
concrete_compressive_strength_000405,69.83702404,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28
concrete_compressive_strength_000406,14.39625888,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3
concrete_compressive_strength_000407,19.41564416,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3
concrete_compressive_strength_000408,20.72564856,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3
concrete_compressive_strength_000409,14.94094492,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3
concrete_compressive_strength_000410,21.29101888,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3
concrete_compressive_strength_000411,23.07676172,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3
concrete_compressive_strength_000412,15.520104759999999,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3
concrete_compressive_strength_000413,15.81657944,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3
concrete_compressive_strength_000414,12.5484632,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3
concrete_compressive_strength_000415,8.48744956,250.0,0.0,95.69,191.84,5.33,948.9,857.2,3
concrete_compressive_strength_000416,15.60973664,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3
concrete_compressive_strength_000417,12.17614616,194.68,0.0,100.52,170.17,7.48,998.0,901.8,3
concrete_compressive_strength_000418,11.98309288,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3
concrete_compressive_strength_000419,16.87837248,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14
concrete_compressive_strength_000420,33.08795324,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14
concrete_compressive_strength_000421,34.23937816,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14
concrete_compressive_strength_000422,31.812422639999998,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14
concrete_compressive_strength_000423,29.7508894,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14
concrete_compressive_strength_000424,33.00521612,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14
concrete_compressive_strength_000425,32.90179472,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14
concrete_compressive_strength_000426,29.55094136,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14
concrete_compressive_strength_000427,19.41564416,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14
concrete_compressive_strength_000428,24.65566176,250.0,0.0,95.69,191.84,5.33,948.9,857.2,14
concrete_compressive_strength_000429,29.592309919999998,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14
concrete_compressive_strength_000430,24.28334472,194.68,0.0,100.52,170.17,7.48,998.0,901.8,14
concrete_compressive_strength_000431,20.72564856,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14
concrete_compressive_strength_000432,26.200088,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28
concrete_compressive_strength_000433,46.38794528,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28
concrete_compressive_strength_000434,39.1622368,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28
concrete_compressive_strength_000435,41.20308576,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28
concrete_compressive_strength_000436,33.68779736,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28
concrete_compressive_strength_000437,38.20386516,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28
concrete_compressive_strength_000438,41.40992856,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28
concrete_compressive_strength_000439,37.810863839999996,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28
concrete_compressive_strength_000440,24.84871504,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28
concrete_compressive_strength_000441,27.22051248,250.0,0.0,95.69,191.84,5.33,948.9,857.2,28
concrete_compressive_strength_000442,44.63667624,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28
concrete_compressive_strength_000443,37.2661778,194.68,0.0,100.52,170.17,7.48,998.0,901.8,28
concrete_compressive_strength_000444,33.27411176,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28
concrete_compressive_strength_000445,36.56291228,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56
concrete_compressive_strength_000446,53.72396992,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56
concrete_compressive_strength_000447,48.587373719999995,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56
concrete_compressive_strength_000448,51.72448952,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56
concrete_compressive_strength_000449,35.852751999999995,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56
concrete_compressive_strength_000450,53.77223324,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56
concrete_compressive_strength_000451,53.46196904,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56
concrete_compressive_strength_000452,48.9872698,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56
concrete_compressive_strength_000453,31.715896,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56
concrete_compressive_strength_000454,39.64487,250.0,0.0,95.69,191.84,5.33,948.9,857.2,56
concrete_compressive_strength_000455,51.25564584,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56
concrete_compressive_strength_000456,43.388724679999996,194.68,0.0,100.52,170.17,7.48,998.0,901.8,56
concrete_compressive_strength_000457,39.2656582,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56
concrete_compressive_strength_000458,37.9556538,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100
concrete_compressive_strength_000459,55.020184799999996,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100
concrete_compressive_strength_000460,49.99390476,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100
concrete_compressive_strength_000461,53.65502232,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100
concrete_compressive_strength_000462,37.6798634,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100
concrete_compressive_strength_000463,56.061293559999996,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100
concrete_compressive_strength_000464,56.8128224,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100
concrete_compressive_strength_000465,50.93848688,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100
concrete_compressive_strength_000466,33.56369168,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100
concrete_compressive_strength_000467,41.1617172,250.0,0.0,95.69,191.84,5.33,948.9,857.2,100
concrete_compressive_strength_000468,52.95865156,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100
concrete_compressive_strength_000469,44.27814872,194.68,0.0,100.52,170.17,7.48,998.0,901.8,100
concrete_compressive_strength_000470,40.14818748,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100
concrete_compressive_strength_000471,57.02655996,446.0,24.0,79.0,162.0,11.61,967.0,712.0,28
concrete_compressive_strength_000472,44.42293868,446.0,24.0,79.0,162.0,11.64,967.0,712.0,28
concrete_compressive_strength_000473,51.021224,446.0,24.0,79.0,162.0,11.64,967.0,712.0,28
concrete_compressive_strength_000474,53.38612668,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28
concrete_compressive_strength_000475,35.36322404,446.0,24.0,79.0,162.0,11.61,967.0,712.0,3
concrete_compressive_strength_000476,25.021084039999998,446.0,24.0,79.0,162.0,11.64,967.0,712.0,3
concrete_compressive_strength_000477,23.34565736,446.0,24.0,79.0,162.0,11.64,967.0,712.0,3
concrete_compressive_strength_000478,52.00717468,446.0,24.0,79.0,162.0,11.61,967.0,712.0,7
concrete_compressive_strength_000479,38.01770664,446.0,24.0,79.0,162.0,11.64,967.0,712.0,7
concrete_compressive_strength_000480,39.300132,446.0,24.0,79.0,162.0,11.64,967.0,712.0,7
concrete_compressive_strength_000481,61.06688932,446.0,24.0,79.0,162.0,11.61,967.0,712.0,56
concrete_compressive_strength_000482,56.14403068,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56
concrete_compressive_strength_000483,55.25460664,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56
concrete_compressive_strength_000484,54.765078679999995,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56
concrete_compressive_strength_000485,50.23522136,387.0,20.0,94.0,157.0,14.32,938.0,845.0,28
concrete_compressive_strength_000486,46.68441996,387.0,20.0,94.0,157.0,13.93,938.0,845.0,28
concrete_compressive_strength_000487,46.68441996,387.0,20.0,94.0,157.0,11.61,938.0,845.0,28
concrete_compressive_strength_000488,22.752708,387.0,20.0,94.0,157.0,14.32,938.0,845.0,3
concrete_compressive_strength_000489,25.510612,387.0,20.0,94.0,157.0,13.93,938.0,845.0,3
concrete_compressive_strength_000490,34.77027468,387.0,20.0,94.0,157.0,11.61,938.0,845.0,3
concrete_compressive_strength_000491,36.83870268,387.0,20.0,94.0,157.0,14.32,938.0,845.0,7
concrete_compressive_strength_000492,45.89841732,387.0,20.0,94.0,157.0,13.93,938.0,845.0,7
concrete_compressive_strength_000493,41.66503468,387.0,20.0,94.0,157.0,11.61,938.0,845.0,7
concrete_compressive_strength_000494,56.33708396,387.0,20.0,94.0,157.0,14.32,938.0,845.0,56
concrete_compressive_strength_000495,47.96684532,387.0,20.0,94.0,157.0,13.93,938.0,845.0,56
concrete_compressive_strength_000496,61.45989064,387.0,20.0,94.0,157.0,11.61,938.0,845.0,56
concrete_compressive_strength_000497,44.02993736,355.0,19.0,97.0,145.0,13.13,967.0,871.0,28
concrete_compressive_strength_000498,55.45455468,355.0,19.0,97.0,145.0,12.25,967.0,871.0,28
concrete_compressive_strength_000499,55.55108132,491.0,26.0,123.0,210.0,3.93,882.0,699.0,28
concrete_compressive_strength_000500,57.915983999999995,491.0,26.0,123.0,201.0,3.93,822.0,699.0,28
concrete_compressive_strength_000501,25.60910856945864,491.0,26.0,123.0,210.0,3.93,882.0,699.0,3
concrete_compressive_strength_000502,33.488834284729315,491.0,26.0,123.0,210.0,3.93,882.0,699.0,7
concrete_compressive_strength_000503,59.590425715270676,491.0,26.0,123.0,210.0,3.93,882.0,699.0,56
concrete_compressive_strength_000504,29.54897143054136,491.0,26.0,123.0,201.0,3.93,822.0,699.0,3
concrete_compressive_strength_000505,37.92118,491.0,26.0,123.0,201.0,3.93,822.0,699.0,7
concrete_compressive_strength_000506,61.85584685418796,491.0,26.0,123.0,201.0,3.93,822.0,699.0,56
concrete_compressive_strength_000507,62.052839999999996,424.0,22.0,132.0,178.0,8.48,822.0,750.0,28
concrete_compressive_strength_000508,32.01138571527068,424.0,22.0,132.0,178.0,8.48,882.0,750.0,3
concrete_compressive_strength_000509,72.09850532,424.0,22.0,132.0,168.0,8.92,822.0,750.0,28
concrete_compressive_strength_000510,39.004642284729314,424.0,22.0,132.0,178.0,8.48,822.0,750.0,7
concrete_compressive_strength_000511,65.69721314581203,424.0,22.0,132.0,178.0,8.48,822.0,750.0,56
concrete_compressive_strength_000512,32.109882284729316,424.0,22.0,132.0,168.0,8.92,822.0,750.0,3
concrete_compressive_strength_000513,40.28509771527068,424.0,22.0,132.0,168.0,8.92,822.0,750.0,7
concrete_compressive_strength_000514,74.3649114581204,424.0,22.0,132.0,168.0,8.92,822.0,750.0,56
concrete_compressive_strength_000515,21.96670536,202.0,11.0,141.0,206.0,1.72,942.0,801.0,28
concrete_compressive_strength_000516,9.84965714581204,202.0,11.0,141.0,206.0,1.72,942.0,801.0,3
concrete_compressive_strength_000517,15.069975430541358,202.0,11.0,141.0,206.0,1.72,942.0,801.0,7
concrete_compressive_strength_000518,23.24519085418796,202.0,11.0,141.0,206.0,1.72,942.0,801.0,56
concrete_compressive_strength_000519,43.733462679999995,284.0,15.0,141.0,179.0,5.46,842.0,801.0,28
concrete_compressive_strength_000520,13.395533715270679,284.0,15.0,141.0,179.0,5.46,842.0,801.0,3
concrete_compressive_strength_000521,24.13166,284.0,15.0,141.0,179.0,5.46,842.0,801.0,7
concrete_compressive_strength_000522,44.520450284729314,284.0,15.0,141.0,179.0,5.46,842.0,801.0,56
concrete_compressive_strength_000523,62.935369279999996,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28
concrete_compressive_strength_000524,59.494884039999995,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28
concrete_compressive_strength_000525,25.11662571527068,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3
concrete_compressive_strength_000526,23.639177145812038,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3
concrete_compressive_strength_000527,35.75425543054136,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7
concrete_compressive_strength_000528,38.610656,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7
concrete_compressive_strength_000529,68.75060685418796,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56
concrete_compressive_strength_000530,66.78067543054136,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56
concrete_compressive_strength_000531,23.84897484,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28
concrete_compressive_strength_000532,32.068218236,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90
concrete_compressive_strength_000533,11.654902304,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3
concrete_compressive_strength_000534,19.199148695999998,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3
concrete_compressive_strength_000535,48.846616696,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90
concrete_compressive_strength_000536,39.604880392,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28
concrete_compressive_strength_000537,43.942373908,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28
concrete_compressive_strength_000538,34.569637164,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7
